system,machine,arch,python_impl,python_version,pydantic_version,strict_models,defer_build,import_time_s,validate_time_s,validate_again_time_s
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.1551927081309259,0.8856685000937432,0.00028208387084305286
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15558037487789989,0.8853498748503625,0.00026758317835628986
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15843549999408424,0.8960097499657422,0.0002354998141527176
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.1580285420641303,0.8883724168408662,0.00026975013315677643
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15864716586656868,0.8935659159906209,0.0003459169529378414
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.1542746250052005,0.8898765000049025,0.0002611670643091202
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15618645795620978,0.8853905000723898,0.0002631661482155323
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15556587488390505,0.888185708085075,0.00026516686193645
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15397545811720192,0.8803867499809712,0.00022783293388783932
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15678829210810363,0.8963601249270141,0.0002639999147504568
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15725091705098748,0.9106351248919964,0.00031283311545848846
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15740645886398852,0.8805714589543641,0.00031312485225498676
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.20327216712757945,0.8967521251179278,0.00027641700580716133
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.1587863329332322,0.8976105421315879,0.00030533294193446636
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15644475002773106,0.8840269579086453,0.00024645798839628696
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.15754620800726116,0.8940334999933839,0.00028358399868011475
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,false,0.1559895828831941,0.8971088749822229,0.0002838750369846821
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.256091957911849,0.8637651249300689,0.00025391695089638233
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2570072081871331,0.8585162081290036,0.00023174984380602837
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2602270420175046,0.8668748328927904,0.00024820887483656406
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2548542919103056,0.8611490831244737,0.00023862486705183983
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2572200840804726,0.8661556250881404,0.00024562515318393707
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2565764170140028,0.8604141669347882,0.0002382500097155571
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2552312081679702,0.8605361671652645,0.0002715829759836197
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.25558825000189245,0.8575190419796854,0.00026183295994997025
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2598849590867758,0.8809457919560373,0.0003169579431414604
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2564830419141799,0.8576903329230845,0.0002423750702291727
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2560203329194337,0.8665775412227958,0.00026245787739753723
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2599924998357892,0.9311246669385582,0.00023370888084173203
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.26988070900551975,0.928736916044727,0.0002528328914195299
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.264626249903813,0.8878460410051048,0.00024812505580484867
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.26558279199525714,0.8970493329688907,0.0002344171516597271
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2583923330530524,0.8738002500031143,0.00028624990954995155
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.25713720778003335,0.8694319159258157,0.00024966592900455
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2579864580184221,0.8544066660106182,0.000249417033046484
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2603341250214726,0.887333125108853,0.00029337499290704727
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,false,0.2595645000692457,0.871254000114277,0.00024312501773238182
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10284087504260242,0.8841995829716325,0.00023320899344980717
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.09986741701141,0.893603750038892,0.00023787515237927437
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.1025318750180304,0.8902924589347094,0.00022770813666284084
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.09995808405801654,0.8971330418717116,0.00027979188598692417
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10022237501107156,0.894469500053674,0.0002482919953763485
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10228241607546806,0.8847296668682247,0.00022533396258950233
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.1119669999461621,0.8891552500426769,0.00022983294911682606
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10086479200981557,0.8860655419994146,0.0002585828769952059
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.09984349994920194,0.8913964999374002,0.0002238750457763672
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10096695786342025,0.8884198751766235,0.000226292060688138
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10043950006365776,0.89567712508142,0.0002325829118490219
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10162933310493827,0.9019815418869257,0.0002354169264435768
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10048775002360344,0.8860987080261111,0.00024108309298753738
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10174016607925296,0.8942158340942115,0.0002549169585108757
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10105299996212125,0.8891624589450657,0.0003494999837130308
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10112758306786418,0.8850469589233398,0.00023891706950962543
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10162008414044976,0.9020682079717517,0.00023537501692771912
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10061037493869662,0.89725033310242,0.00030458299443125725
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10230450006201863,0.8946351250633597,0.000373166985809803
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,false,true,0.10149833397008479,0.9045438750181347,0.00023683300241827965
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.1453624579589814,0.8718034580815583,0.00022449996322393417
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14519795891828835,0.8667731250170618,0.00023033283650875092
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14558462495915592,0.8722140840254724,0.0002509159967303276
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14858429110608995,0.8692884577903897,0.00022587482817471027
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14494370808824897,0.8773087500594556,0.00022566597908735275
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14480716618709266,0.8746340000070632,0.00021862518042325974
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14435895811766386,0.8666577078402042,0.00021958397701382637
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.1432369160465896,0.8636808339506388,0.00022737495601177216
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14490887499414384,0.8823873340152204,0.00021654111333191395
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14613037486560643,0.8612852089572698,0.00023216591216623783
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14564145798794925,0.8631513328291476,0.0002518331166356802
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14479729207232594,0.8812927498947829,0.00023854104802012444
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.1484099579975009,0.9269430830609053,0.0002295828890055418
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14628179091960192,0.8877872498705983,0.00024045794270932674
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.14485120889730752,0.8631522499490529,0.00023450003936886787
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.1452418330591172,0.8746883750427514,0.0002167089842259884
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.1557858339510858,0.9448860420379788,0.00028908299282193184
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.146452457876876,0.8962466660887003,0.0002393750473856926
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.16797020891681314,0.9250147079583257,0.00023216684348881245
Darwin,arm64,64bit,CPython,3.12.3,2.7.2,true,true,0.15017716609872878,0.8904745408799499,0.00023887515999376774
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.161346040898934,0.9069507089443505,0.00022862502373754978
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15821166685782373,0.8998639578931034,0.00021566590294241905
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.16040112520568073,0.895923333009705,0.00022187503054738045
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.1575864579062909,0.8935647499747574,0.00022604083642363548
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.16084325010888278,0.8917626249603927,0.00021883309818804264
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15925258304923773,0.905545667046681,0.0003313750494271517
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.1601215829141438,0.908334834035486,0.0002238340675830841
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.20769274979829788,0.8930344169493765,0.00021645799279212952
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15975687513127923,0.9022260410711169,0.00023104180581867695
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15937866689637303,0.8925485839135945,0.00025291601195931435
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.16073162481188774,0.9068229580298066,0.00023741601034998894
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15868399990722537,0.9000385000836104,0.00031420798040926456
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.16067604185082018,0.8942584581673145,0.000490125035867095
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.1575279589742422,0.898424208862707,0.00027958303689956665
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15887016616761684,0.893398666055873,0.00025550019927322865
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.16435570898465812,0.9082236669491976,0.0002679161261767149
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.16115375002846122,0.8999532500747591,0.00028024986386299133
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15673320810310543,0.8928185829427093,0.0002645000349730253
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15977395814843476,0.908220374956727,0.00027600000612437725
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,false,0.15773458289913833,0.8985664998181164,0.0002447089646011591
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2579894589725882,0.8703738749027252,0.00024645798839628696
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.25890404102392495,0.8651527918409556,0.00033533317036926746
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.26498674997128546,0.8614930419716984,0.0002704169601202011
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.25965950009413064,0.8660493751522154,0.0002350828144699335
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2578570421319455,0.8604856671299785,0.00024250010028481483
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.3025296658743173,0.8652935419231653,0.0002822498790919781
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.26164012495428324,0.8730768328532577,0.0002410421147942543
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.25909775006584823,0.8633658748585731,0.0003311249893158674
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.31389545812271535,0.8667401249986142,0.00023662508465349674
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2592589999549091,0.8595207089092582,0.00022641709074378014
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.26484570908360183,0.8649115420412272,0.00023420783691108227
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.31071529211476445,0.864950624993071,0.0003150419797748327
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.25804329197853804,0.8661162920761853,0.00024245795793831348
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.26252974988892674,0.864429916953668,0.00025054183788597584
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2667984161525965,0.8888825420290232,0.000306915957480669
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2851159172132611,0.9054188339505345,0.00024020904675126076
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2733722091652453,0.9059057498816401,0.0003412498626857996
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2686987919732928,0.8872254171874374,0.00023887492716312408
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.26054225000552833,0.8724914169870317,0.0002409578301012516
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,false,0.2609944159630686,0.8684367497917265,0.00026258290745317936
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10323724988847971,0.9171508750878274,0.0002238750457763672
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10582695784978569,0.9023897920269519,0.0002293749712407589
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.1037273749243468,0.8973292910959572,0.00023137498646974564
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.1044000000692904,0.8940920000895858,0.00034562498331069946
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10276179201900959,0.898794666165486,0.00021424982696771622
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10260308301076293,0.9111624169163406,0.00027183396741747856
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10428437497466803,0.9031863331329077,0.00023429188877344131
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10150187509134412,0.9043008328881115,0.0002465839497745037
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.1028013329487294,0.9018501248210669,0.00025104102678596973
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10341258300468326,0.9077435410581529,0.0004039590712636709
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10253074998036027,0.9016187079250813,0.00021587498486042023
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.1036240418907255,0.9056831251364201,0.00022758403792977333
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10260783298872411,0.9104599170386791,0.00022566691040992737
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10163799999281764,0.8912397501990199,0.00022941711358726025
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10148854204453528,0.8976670000702143,0.000220458023250103
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10338729084469378,0.8973367910366505,0.00023979204706847668
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10332787502557039,0.8971832499373704,0.00028079189360141754
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.1021073330193758,0.9095084581058472,0.00022604083642363548
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.10211733286269009,0.905349959153682,0.00022895913571119308
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,false,true,0.15343387494795024,0.9023687501903623,0.0002193329855799675
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.14833583403378725,0.8721645420882851,0.0002227500081062317
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.15160316601395607,0.8712804999668151,0.0002168330829590559
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.14738020789809525,0.8719665410462767,0.0002171248197555542
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.1489600408822298,0.8768724999390543,0.00021425005979835987
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.1474921249318868,0.8675899158697575,0.0002234999556094408
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.1480332501232624,0.866306833922863,0.00023645907640457153
Darwin,arm64,64bit,CPython,3.12.3,2.8.2,true,true,0.1469904170371592,0.8642222920898348,0.0002148328348994255
